input_text,output_json
Lokasi rumah: JL LANGSAT No. 71C - RT 7/RW 7 - Pulo - Kebayoran Baru - Jakarta Selatan - 12160,"{""nama_jalan"": ""JL. LANGSAT"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""71C"", ""rt"": ""7"", ""rw"": ""7"", ""kelurahan"": ""Pulo"", ""kecamatan"": ""Kebayoran Baru"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": null, ""kodepos"": ""12160"", ""detail_unit"": null}"
Kirim paket ke Jalan PEJOMPONGN DALAM 78B RT 11 / RW 9 Rorotan Cilincing 14140 Jakarta Utara,"{""nama_jalan"": ""JL. PEJOMPONGAN DALAM"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""78B"", ""rt"": ""11"", ""rw"": ""9"", ""kelurahan"": ""Rorotan"", ""kecamatan"": ""Cilincing"", ""kota_kabupaten"": ""Kota Jakarta Utara"", ""provinsi"": null, ""kodepos"": ""14140"", ""detail_unit"": null}"
"SMA Islam Harapan Ibu Blok C13 48, Rt.5, Rw.4, Karet Tengsin, Tanah Abang, Jakarta Pus., DKI Jakarta","{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""SMA Islam Harapan Ibu"", ""blok_kavling"": ""C13"", ""nomor"": ""48"", ""rt"": ""5"", ""rw"": ""4"", ""kelurahan"": ""Karet Tengsin"", ""kecamatan"": ""Tanah Abang"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
Tolong antarkan ke alamat Lebak Bulus Cilandak JALAN CEMPAKA PUTIH TENGAH No. 80A Rt.11 / Rw.4 Jakarta Selatan,"{""nama_jalan"": ""JL. CEMPAKA PUTIH TENGAH"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""80A"", ""rt"": ""11"", ""rw"": ""4"", ""kelurahan"": ""Lebak Bulus"", ""kecamatan"": ""Cilandak"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": null}"
Alamat saya di 12620 / Jaksel / Jagakarsa / Jagakarsa / 97C Jl. ALAYDRUS / Rt.4 / Rw.1,"{""nama_jalan"": ""JL. ALAYDRUS"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""97C"", ""rt"": ""4"", ""rw"": ""1"", ""kelurahan"": ""Jagakarsa"", ""kecamatan"": ""Jagakarsa"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": null, ""kodepos"": ""12620"", ""detail_unit"": null}"
"Lokasi rumah: jalan KEBAGUSAN RAYA 20B, RT 2/RW 6, Tanah Abang, Kampung Bali, Jakpus, 10250, DKI Jakarta","{""nama_jalan"": ""JL. KEBAGUSAN RAYA"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""20B"", ""rt"": ""2"", ""rw"": ""6"", ""kelurahan"": ""Kampung Bali"", ""kecamatan"": ""Tanah Abang"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""10250"", ""detail_unit"": null}"
"Tolong antarkan ke alamat Lippo Mall Puri Blok A19 44, Sumur Batu, Kemayoran, Jakpus, DKI Jakarta","{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""Lippo Mall Puri"", ""blok_kavling"": ""A19"", ""nomor"": ""44"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Sumur Batu"", ""kecamatan"": ""Kemayoran"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
Lokasi rumah: Gang MAMPAN PRAPATAN IX 51 RT 15/RW 08 Cideng Gambir Jakarta Pus. 10150,"{""nama_jalan"": ""JL. MAMPANG PRAPATAN IX"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""51"", ""rt"": ""15"", ""rw"": ""8"", ""kelurahan"": ""Cideng"", ""kecamatan"": ""Gambir"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": null, ""kodepos"": ""10150"", ""detail_unit"": null}"
Lokasi rumah: Duri Kosambi - Cengkareng - TANAH TINGG X No. 99B - RT 3 / RW 2 - Jakbar,"{""nama_jalan"": ""JL. TANAH TINGGI X"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""99B"", ""rt"": ""3"", ""rw"": ""2"", ""kelurahan"": ""Duri Kosambi"", ""kecamatan"": ""Cengkareng"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": null}"
"Tolong antarkan ke alamat jln GREEN VILLE I 33, RT 11/RW 15, Pegangsaan, Menteng, Jakarta Pusat, 10320","{""nama_jalan"": ""JL. GREEN VILLE I"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""33"", ""rt"": ""11"", ""rw"": ""15"", ""kelurahan"": ""Pegangsaan"", ""kecamatan"": ""Menteng"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": null, ""kodepos"": ""10320"", ""detail_unit"": null}"
Kirim paket ke Jakarta Selatan - DKI Jakarta - Pancoran - Pancoran - Pulau Bira 40 B4 - Lantai 1 Unit 4A - RT 13/RW 14,"{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""Pulau Bira"", ""blok_kavling"": ""B4"", ""nomor"": ""40"", ""rt"": ""13"", ""rw"": ""14"", ""kelurahan"": ""Pancoran"", ""kecamatan"": ""Pancoran"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": ""Lantai 1 Unit 4A""}"
Srengseng Sawah Jagakarsa jln. RAWA KOMPENI No. 61B Jakarta Sel.,"{""nama_jalan"": ""JL. RAWA KOMPENI"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""61B"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Srengseng Sawah"", ""kecamatan"": ""Jagakarsa"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": null}"
Tolong antarkan ke alamat Jakarta Barat DKI Jakarta 11270 Duri Utara Tambora jl. MAMPANG PRAPATAN XI No. 7B,"{""nama_jalan"": ""JL. MAMPANG PRAPATAN XI"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""7B"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Duri Utara"", ""kecamatan"": ""Tambora"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""11270"", ""detail_unit"": null}"
Kirim paket ke Jakarta Sel. - 12430 - Cilandak Barat - Cilandak - Melawai Plaza Blok A14 No. 43 - Lantai 19 Unit 3A - RT 08/RW 07,"{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""Melawai Plaza"", ""blok_kavling"": ""A14"", ""nomor"": ""43"", ""rt"": ""8"", ""rw"": ""7"", ""kelurahan"": ""Cilandak Barat"", ""kecamatan"": ""Cilandak"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": null, ""kodepos"": ""12430"", ""detail_unit"": ""Lantai 19 Unit 3A""}"
Kirim paket ke Pegadungan / Kalideres / jalan GG. LONTAR 45C / Jakarta Barat,"{""nama_jalan"": ""JL. GG. LONTAR"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""45C"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Pegadungan"", ""kecamatan"": ""Kalideres"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": null}"
PERUMAHAN BUMI SARINAH A2 13 / Rt.8 / Rw.12 / Wijaya Kusuma / Grogol Petamburan / Jakarta Bar. / 11460 / DKI Jakarta,"{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""PERUMAHAN BUMI SARINAH"", ""blok_kavling"": ""A2"", ""nomor"": ""13"", ""rt"": ""8"", ""rw"": ""12"", ""kelurahan"": ""Wijaya Kusuma"", ""kecamatan"": ""Grogol Petamburan"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""11460"", ""detail_unit"": null}"
"Kirim paket ke Kebon Manggis / Matraman / jln. LBU No. 83A / Rt.15, Rw.12 / DKI Jakarta / 13150 / Jakarta Timur","{""nama_jalan"": ""JL. LABU"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""83A"", ""rt"": ""15"", ""rw"": ""12"", ""kelurahan"": ""Kebon Manggis"", ""kecamatan"": ""Matraman"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""13150"", ""detail_unit"": null}"
Kirim paket ke DKI Jakarta - Jakbar - Kedaung Kali Angke - Cengkareng - 97B Jln. TANJUNG DUREN UTARAI II,"{""nama_jalan"": ""JL. TANJUNG DUREN UTARA III"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""97B"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Kedaung Kali Angke"", ""kecamatan"": ""Cengkareng"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
"jln. CIRANJANG 1 No. 73A, Gedong, Pasar Rebo, 13760, Jakarta Timur, DKI Jakarta","{""nama_jalan"": ""JL. CIRANJANG 1"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""73A"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Gedong"", ""kecamatan"": ""Pasar Rebo"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""13760"", ""detail_unit"": null}"
Tolong antarkan ke alamat jln HANG LEKIU I No. 71 / Lantai 16 Unit 6A / Rt.7 Rw.7 / Cilandak / Cilandak Barat / DKI Jakarta / Jaksel,"{""nama_jalan"": ""JL. HANG LEKIU I"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""71"", ""rt"": ""7"", ""rw"": ""7"", ""kelurahan"": ""Cilandak Barat"", ""kecamatan"": ""Cilandak"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": ""Lantai 16 Unit 6A""}"
"Tolong antarkan ke alamat SMA Putra 1 Blok B8 34, RT 05/RW 08, Kebon Kosong, Kemayoran, Jakarta Pusat","{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""SMA Putra 1"", ""blok_kavling"": ""B8"", ""nomor"": ""34"", ""rt"": ""5"", ""rw"": ""8"", ""kelurahan"": ""Kebon Kosong"", ""kecamatan"": ""Kemayoran"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": null}"
Tujuan: Jln. HARAPAN JAYA No.68 / RT 02/RW 07 / Cempaka Putih Timur / Cempaka Putih / Jakarta Pusat / 10510,"{""nama_jalan"": ""JL. HARAPAN JAYA"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""68"", ""rt"": ""2"", ""rw"": ""7"", ""kelurahan"": ""Cempaka Putih Timur"", ""kecamatan"": ""Cempaka Putih"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": null, ""kodepos"": ""10510"", ""detail_unit"": null}"
Lokasi rumah: SMK Pangeran Wijayakusuma D4 11 / Rt.15 / Rw.10 / Taman Sari / Mangga Besar / Jakarta Bar. / 11180,"{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""SMK Pangeran Wijayakusuma"", ""blok_kavling"": ""D4"", ""nomor"": ""11"", ""rt"": ""15"", ""rw"": ""10"", ""kelurahan"": ""Mangga Besar"", ""kecamatan"": ""Taman Sari"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": null, ""kodepos"": ""11180"", ""detail_unit"": null}"
Lokasi rumah: Gg. PENGARENGAN PRAPATAN 1C Lantai 20 Unit 3A RT 3 RW 12 Papanggo Tanjung Priok Jakarta U.,"{""nama_jalan"": ""JL. PENGARENGAN PRAPATAN"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""1C"", ""rt"": ""3"", ""rw"": ""12"", ""kelurahan"": ""Papanggo"", ""kecamatan"": ""Tanjung Priok"", ""kota_kabupaten"": ""Kota Jakarta Utara"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": ""Lantai 20 Unit 3A""}"
"Alamat saya di Pulau Pari, Kepulauan Seribu Selatan., Jalan ABSUKI RACHMAT No. 37, RT 2 / RW 11, Pulau Seribu, DKI Jakarta","{""nama_jalan"": ""JL. BASUKI RACHMAT"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""37"", ""rt"": ""2"", ""rw"": ""11"", ""kelurahan"": ""Pulau Pari"", ""kecamatan"": ""Kepulauan Seribu Selatan."", ""kota_kabupaten"": ""Kabupaten Kepulauan Seribu"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
SMK Negeri 51 6 C11 RT 10/RW 10 Rawa Terate Cakung Jakarta Timur DKI Jakarta,"{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""SMK Negeri 51"", ""blok_kavling"": ""C11"", ""nomor"": ""6"", ""rt"": ""10"", ""rw"": ""10"", ""kelurahan"": ""Rawa Terate"", ""kecamatan"": ""Cakung"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
"Lokasi rumah: Taman Sari, Mangga Besar, gg. HR. RASUNASAID No.88B, RT 13/RW 06, DKI Jakarta, 11180, Jakarta Barat","{""nama_jalan"": ""JL. HR. RASUNA SAID"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""88B"", ""rt"": ""13"", ""rw"": ""6"", ""kelurahan"": ""Mangga Besar"", ""kecamatan"": ""Taman Sari"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""11180"", ""detail_unit"": null}"
Lokasi rumah: Jln DAKSA IV No. 9 Cengkareng Timur Cengkareng Jakbar 11730 DKI Jakarta,"{""nama_jalan"": ""JL. DAKSA IV"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""9"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Cengkareng Timur"", ""kecamatan"": ""Cengkareng"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""11730"", ""detail_unit"": null}"
"42B JALAN PENJERNIHAN, RT 3 RW 1, Cipayung, Cilangkap, Jaktim, 13870, DKI Jakarta","{""nama_jalan"": ""JL. PENJERNIHAN"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""42B"", ""rt"": ""3"", ""rw"": ""1"", ""kelurahan"": ""Cilangkap"", ""kecamatan"": ""Cipayung"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""13870"", ""detail_unit"": null}"
Tolong antarkan ke alamat SMA Negeri 58 46 Blok A10 - Rt.10/Rw.3 - Kebon Sirih - Menteng - Jakarta Pusat,"{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""SMA Negeri 58"", ""blok_kavling"": ""A10"", ""nomor"": ""46"", ""rt"": ""10"", ""rw"": ""3"", ""kelurahan"": ""Kebon Sirih"", ""kecamatan"": ""Menteng"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": null}"
Alamat saya di 57 Promenade D11 No. 44 Rt.4 Rw.1 Cawang Kramatjati Jakarta Timur 13630 DKI Jakarta,"{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""57 Promenade"", ""blok_kavling"": ""D11"", ""nomor"": ""44"", ""rt"": ""4"", ""rw"": ""1"", ""kelurahan"": ""Cawang"", ""kecamatan"": ""Kramatjati"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""13630"", ""detail_unit"": null}"
Alamat saya di 40 jalan KEIRNCI 11 - Menteng Atas - Setiabudi - Jaksel - 12960,"{""nama_jalan"": ""JL. KERINCI 11"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""40"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Menteng Atas"", ""kecamatan"": ""Setiabudi"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": null, ""kodepos"": ""12960"", ""detail_unit"": null}"
"Jalan BANGKA V No.82C / Rt.1, Rw.4 / Ujung Menteng / Cakung / Jaktim / 13960 / DKI Jakarta","{""nama_jalan"": ""JL. BANGKA V"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""82C"", ""rt"": ""1"", ""rw"": ""4"", ""kelurahan"": ""Ujung Menteng"", ""kecamatan"": ""Cakung"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""13960"", ""detail_unit"": null}"
Tujuan: 12560 DKI Jakarta Jaksel Cilandak Timur Pasar Minggu J PESANGQRAHAN 91B Rt.3/Rw.6,"{""nama_jalan"": ""JL. PESANGQRAHAN"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""91B"", ""rt"": ""3"", ""rw"": ""6"", ""kelurahan"": ""Cilandak Timur"", ""kecamatan"": ""Pasar Minggu"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""12560"", ""detail_unit"": null}"
"Kirim paket ke Kelapa Dua, Kebon Jeruk, PERUMNAS BUMI SANGGRAHA Blok B5 25, Rt.8 Rw.9, Jakarta Barat","{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""PERUMNAS BUMI SANGGRAHA"", ""blok_kavling"": ""B5"", ""nomor"": ""25"", ""rt"": ""8"", ""rw"": ""9"", ""kelurahan"": ""Kelapa Dua"", ""kecamatan"": ""Kebon Jeruk"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": null}"
Tolong antarkan ke alamat JLN PULAU JUKUNG 74A / RT 1 RW 5 / Kalideres / Kalideres / Jakarta Barat / 11840,"{""nama_jalan"": ""PULAU JUKUNG"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""74A"", ""rt"": ""1"", ""rw"": ""5"", ""kelurahan"": ""Kalideres"", ""kecamatan"": ""Kalideres"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": null, ""kodepos"": ""11840"", ""detail_unit"": null}"
Tujuan: Jakarta Bar. - 11250 - Jembatan Lima - Tambora - SMK Teratai Putih Jakarta Blok B10 24 - RT 14/RW 01,"{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""SMK Teratai Putih Jakarta"", ""blok_kavling"": ""B10"", ""nomor"": ""24"", ""rt"": ""14"", ""rw"": ""1"", ""kelurahan"": ""Jembatan Lima"", ""kecamatan"": ""Tambora"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": null, ""kodepos"": ""11250"", ""detail_unit"": null}"
"Alamat saya di Jakarta Timur, 13150, DKI Jakarta, Matraman, Kebon Manggis, SMA Budaya Jakarta 14 Blok B3","{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""SMA Budaya Jakarta"", ""blok_kavling"": ""B3"", ""nomor"": ""14"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Kebon Manggis"", ""kecamatan"": ""Matraman"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""13150"", ""detail_unit"": null}"
"Tolong antarkan ke alamat No.69C JALAN MANGGA BESAR V, RT 04/RW 13, Srengseng Sawah, Jagakarsa, Jaksel, 12640","{""nama_jalan"": ""JL. MANGGA BESAR V"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""69C"", ""rt"": ""4"", ""rw"": ""13"", ""kelurahan"": ""Srengseng Sawah"", ""kecamatan"": ""Jagakarsa"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": null, ""kodepos"": ""12640"", ""detail_unit"": null}"
"Lokasi rumah: Palmeriam, Matraman, jln PULAU KUBURAN CINA No.64, Lantai 11 Unit 4A, RT 14 / RW 10, Jakarta Timur, 13140","{""nama_jalan"": ""PULAU KUBURAN CINA"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""64"", ""rt"": ""14"", ""rw"": ""10"", ""kelurahan"": ""Palmeriam"", ""kecamatan"": ""Matraman"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": null, ""kodepos"": ""13140"", ""detail_unit"": ""Lantai 11 Unit 4A""}"
"Kirim paket ke Jakarta Pusat Bendungan Hilir Tanah Abang Gg. PLUIT RAYA II No.61B Rt.10, Rw.5","{""nama_jalan"": ""JL. PLUIT RAYA II"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""61B"", ""rt"": ""10"", ""rw"": ""5"", ""kelurahan"": ""Bendungan Hilir"", ""kecamatan"": ""Tanah Abang"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": null}"
Kirim paket ke Jakarta Tim. DKI Jakarta Lubang Buaya Cipayung jln. PADEMANGAN I No.59 Rt.14 / Rw.11,"{""nama_jalan"": ""JL. PADEMANGAN I"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""59"", ""rt"": ""14"", ""rw"": ""11"", ""kelurahan"": ""Lubang Buaya"", ""kecamatan"": ""Cipayung"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
Tujuan: Pulo - Kebayoran Baru - Nifarro Park D9 No. 21 - Jaksel - 12160 - DKI Jakarta,"{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""Nifarro Park"", ""blok_kavling"": ""D9"", ""nomor"": ""21"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Pulo"", ""kecamatan"": ""Kebayoran Baru"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""12160"", ""detail_unit"": null}"
"Kirim paket ke gang KRAMAT I No. 50C, Rt.15/Rw.7, Sungai Bambu, Tanjung Priok, 14330, Jakarta U.","{""nama_jalan"": ""JL. KRAMAT I"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""50C"", ""rt"": ""15"", ""rw"": ""7"", ""kelurahan"": ""Sungai Bambu"", ""kecamatan"": ""Tanjung Priok"", ""kota_kabupaten"": ""Kota Jakarta Utara"", ""provinsi"": null, ""kodepos"": ""14330"", ""detail_unit"": null}"
"Alamat saya di CITARUM No.27B, RT 2/RW 12, Jembatan Lima, Tambora, Jakarta Bar., 11250","{""nama_jalan"": ""JL. CITARUM"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""27B"", ""rt"": ""2"", ""rw"": ""12"", ""kelurahan"": ""Jembatan Lima"", ""kecamatan"": ""Tambora"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": null, ""kodepos"": ""11250"", ""detail_unit"": null}"
jalan CILANDAK No. 27 / RT 13 / RW 10 / Semper Timur / Cilincing / Jakarta Utara,"{""nama_jalan"": ""JL. CILANDAK"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""27"", ""rt"": ""13"", ""rw"": ""10"", ""kelurahan"": ""Semper Timur"", ""kecamatan"": ""Cilincing"", ""kota_kabupaten"": ""Kota Jakarta Utara"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": null}"
Alamat saya di Jakarta Pus. / Kramat / Senen / Jln. CISANGGIRI I 43 / RT 12/RW 10,"{""nama_jalan"": ""JL. CISANGGIRI I"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""43"", ""rt"": ""12"", ""rw"": ""10"", ""kelurahan"": ""Kramat"", ""kecamatan"": ""Senen"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": null}"
Pinangsia Taman Sari jln. BADAR 10C Lantai 24 Unit 4A RT 03/RW 11 Jakarta Bar. 11110,"{""nama_jalan"": ""JL. BADAR"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""10C"", ""rt"": ""3"", ""rw"": ""11"", ""kelurahan"": ""Pinangsia"", ""kecamatan"": ""Taman Sari"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": null, ""kodepos"": ""11110"", ""detail_unit"": ""Lantai 24 Unit 4A""}"
Gg. CIPAKU I 8A / Kebon Kosong / Kemayoran / DKI Jakarta / Jakarta Pus. / 10630,"{""nama_jalan"": ""JL. CIPAKU I"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""8A"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Kebon Kosong"", ""kecamatan"": ""Kemayoran"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""10630"", ""detail_unit"": null}"
Tujuan: Gg. SINGGALANG No. 90A RT 05/RW 05 Utan Panjang Kemayoran Jakpus,"{""nama_jalan"": ""JL. SINGGALANG"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""90A"", ""rt"": ""5"", ""rw"": ""5"", ""kelurahan"": ""Utan Panjang"", ""kecamatan"": ""Kemayoran"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": null}"
"Alamat saya di No.14A jalan H. ABDUL MAJID, RT 7 RW 15, Serdang, Kemayoran, Jakpus, DKI Jakarta","{""nama_jalan"": ""JL. H. ABDUL MAJID"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""14A"", ""rt"": ""7"", ""rw"": ""15"", ""kelurahan"": ""Serdang"", ""kecamatan"": ""Kemayoran"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
"Tujuan: Jakarta Timur, 13240, DKI Jakarta, Cipinang, Pulogadung, Pantai Ancol B16 8, Lantai 14 Unit 8A, Rt.3, Rw.4","{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""Pantai Ancol"", ""blok_kavling"": ""B16"", ""nomor"": ""8"", ""rt"": ""3"", ""rw"": ""4"", ""kelurahan"": ""Cipinang"", ""kecamatan"": ""Pulogadung"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""13240"", ""detail_unit"": ""Lantai 14 Unit 8A""}"
